1 0:-0.17037 1:-0.159664 2:-0.840708 3:-0.769081 4:-0.775387 5:-0.839368 6:-0.839562 7:-1 8:1 9:-1 
1 0:-0.185185 1:-0.142857 2:-0.840708 3:-0.802019 4:-0.833894 5:-0.839368 6:-0.833582 7:-1 8:1 9:-1 
1 0:-0.185185 1:-0.142857 2:-0.823009 3:-0.802727 4:-0.848016 5:-0.852535 6:-0.80867 7:-1 8:1 9:-1 
1 0:-0.185185 1:-0.142857 2:-0.831858 3:-0.781123 4:-0.850034 5:-0.836735 6:-0.773792 7:-1 8:1 9:-1 
0 0:-0.17037 1:-0.092437 2:-0.823009 3:-0.740747 4:-0.776059 5:-0.836735 6:-0.776781 7:-1 8:1 9:-1 
1 0:-0.140741 1:-0.0420168 2:-0.823009 3:-0.760227 4:-0.813719 5:-0.826201 6:-0.763827 7:-1 8:1 9:-1 
1 0:-0.125926 1:-0.0588235 2:-0.823009 3:-0.77156 4:-0.819771 5:-0.794602 6:-0.807673 7:-1 8:1 9:-1 
1 0:-0.125926 1:-0.0756303 2:-0.80531 3:-0.732247 4:-0.797579 5:-0.752469 6:-0.783757 7:-1 8:1 9:-1 
1 0:-0.125926 1:-0.0756303 2:-0.814159 3:-0.764123 4:-0.791527 5:-0.855168 6:-0.793722 7:-1 8:1 9:-1 
1 0:-0.125926 1:-0.0252101 2:-0.787611 3:-0.773685 4:-0.826496 5:-0.853851 6:-0.766816 7:-1 8:1 9:-1 
1 0:-0.0962963 1:-0.0756303 2:-0.80531 3:-0.747831 4:-0.796234 5:-0.824885 6:-0.766816 7:-1 8:1 9:-1 
1 0:-0.037037 1:0.0588235 2:-0.80531 3:-0.686205 4:-0.781439 5:-0.748519 6:-0.672147 7:-1 8:1 9:-1 
1 0:-0.0222222 1:0.0756303 2:-0.787611 3:-0.656455 4:-0.737727 5:-0.740619 6:-0.733931 7:-1 8:1 9:-1 
1 0:-0.00740741 1:-0.0420168 2:-0.814159 3:-0.680184 4:-0.728312 5:-0.790652 6:-0.711011 7:-1 8:1 9:-1 
1 0:0.0222222 1:0.109244 2:-0.769912 3:-0.599079 4:-0.664425 5:-0.532587 6:-0.696064 7:-1 8:1 9:-1 
1 0:0.0222222 1:0.0252101 2:-0.787611 3:-0.636267 4:-0.669805 5:-0.731402 6:-0.710015 7:-1 8:1 9:-1 
1 0:0.0222222 1:0.0588235 2:-0.79646 3:-0.677705 4:-0.747814 5:-0.747202 6:-0.704036 7:-1 8:1 9:-1 
1 0:0.0518519 1:0.092437 2:-0.761062 3:-0.640517 4:-0.723605 5:-0.694536 6:-0.674141 7:-1 8:1 9:-1 
1 0:0.0518519 1:0.092437 2:-0.743363 3:-0.647246 4:-0.725622 5:-0.611587 6:-0.703039 7:-1 8:1 9:-1 
1 0:0.0518519 1:0.0756303 2:-0.752212 3:-0.651496 4:-0.757902 5:-0.744569 6:-0.622322 7:-1 8:1 9:-1 
1 0:0.0666667 1:0.092437 2:-0.80531 3:-0.604392 4:-0.624748 5:-0.722186 6:-0.704036 7:-1 8:1 9:-1 
0 0:0.0814815 1:0.176471 2:-0.769912 3:-0.577121 4:-0.699395 5:-0.691903 6:-0.554559 7:-1 8:1 9:-1 
1 0:0.0814815 1:0.159664 2:-0.743363 3:-0.502391 4:-0.552118 5:-0.62607 6:-0.590433 7:-1 8:1 9:-1 
0 0:0.0962963 1:0.159664 2:-0.787611 3:-0.505224 4:-0.534633 5:-0.710336 6:-0.61435 7:1 8:-1 9:-1 
0 0:0.111111 1:0.210084 2:-0.761062 3:-0.496724 4:-0.618023 5:-0.601053 6:-0.514699 7:-1 8:1 9:-1 
0 0:0.111111 1:0.226891 2:-0.734513 3:-0.525058 4:-0.6577 5:-0.64977 6:-0.534629 7:-1 8:1 9:-1 
1 0:0.111111 1:0.109244 2:-0.80531 3:-0.591642 4:-0.661063 5:-0.579987 6:-0.723966 7:-1 8:-1 9:1 
1 0:0.125926 1:0.193277 2:-0.80531 3:-0.634142 4:-0.710155 5:-0.760369 6:-0.636273 7:-1 8:1 9:-1 
1 0:0.125926 1:0.210084 2:-0.752212 3:-0.549849 4:-0.587088 5:-0.64977 6:-0.668161 7:-1 8:1 9:-1 
1 0:0.125926 1:0.142857 2:-0.778761 3:-0.590225 4:-0.672495 5:-0.616853 6:-0.674141 7:-1 8:1 9:-1 
1 0:0.125926 1:0.092437 2:-0.79646 3:-0.530724 4:-0.559516 5:-0.553654 6:-0.718984 7:-1 8:1 9:-1 
0 0:0.125926 1:0.109244 2:-0.79646 3:-0.589871 4:-0.6577 5:-0.59052 6:-0.717987 7:-1 8:1 9:-1 
1 0:0.140741 1:0.210084 2:-0.787611 3:-0.579246 4:-0.624075 5:-0.685319 6:-0.665172 7:-1 8:1 9:-1 
1 0:0.140741 1:0.176471 2:-0.743363 3:-0.508057 4:-0.591796 5:-0.597103 6:-0.584454 7:-1 8:1 9:-1 
1 0:0.140741 1:0.159664 2:-0.743363 3:-0.569683 4:-0.667787 5:-0.58262 6:-0.65421 7:-1 8:1 9:-1 
1 0:0.155556 1:0.260504 2:-0.752212 3:-0.52187 4:-0.600538 5:-0.747202 6:-0.544594 7:-1 8:1 9:-1 
1 0:0.155556 1:0.260504 2:-0.716814 3:-0.488224 4:-0.569603 5:-0.665569 6:-0.524664 7:-1 8:1 9:-1 
1 0:0.155556 1:0.142857 2:-0.769912 3:-0.594121 4:-0.669132 5:-0.698486 6:-0.638266 7:-1 8:1 9:-1 
1 0:0.155556 1:0.176471 2:-0.787611 3:-0.553745 4:-0.63618 5:-0.611587 6:-0.629297 7:-1 8:1 9:-1 
1 0:0.17037 1:0.344538 2:-0.752212 3:-0.292013 4:-0.2885 5:-0.536537 6:-0.516692 7:-1 8:1 9:-1 
1 0:0.185185 1:0.243697 2:-0.716814 3:-0.331681 4:-0.507061 5:-0.473338 6:-0.415047 7:1 8:-1 9:-1 
1 0:0.185185 1:0.142857 2:-0.761062 3:-0.537099 4:-0.637525 5:-0.593153 6:-0.620329 7:-1 8:1 9:-1 
1 0:0.185185 1:0.12605 2:-0.778761 3:-0.55835 4:-0.661735 5:-0.585253 6:-0.624315 7:-1 8:1 9:-1 
0 0:0.2 1:0.243697 2:-0.752212 3:-0.424473 4:-0.591123 5:-0.393022 6:-0.516692 7:-1 8:1 9:-1 
